,customer,state,customer_lifetime_value,response,coverage,education,effective_to_date,employment_status,gender,income,location_code,marital_status,monthly_premium_auto,months_since_last_claim,months_since_policy_inception,number_of_open_complaints,number_of_policies,policy_type,policy,renew_offer_type,sales_channel,total_claim_amount,vehicle_class,vehicle_size,vehicle_type,month
10602,MZ82036,Nevada,4889.25,No,Basic,College,2011-02-20,Employed,M,42536,Suburban,Divorced,63,30,57,0,6,Personal Auto,Personal L1,Offer2,Branch,375.33,Four-Door Car,Medsize,A,2
10603,WO29605,Oregon,2436.88,No,Basic,College,2011-02-25,Employed,F,48875,Rural,Married,61,20,9,0,1,Personal Auto,Personal L1,Offer1,Call Center,1.84,Two-Door Car,Small,A,2
10604,No74162,California,7595.34,No,Basic,High School or Below,2011-01-08,Retired,M,20538,Suburban,Divorced,104,25,64,0,7,Personal Auto,Personal L1,Offer1,Agent,499.2,SUV,Small,A,1
10605,RS29507,Arizona,10395.71,No,Extended,Bachelor,2011-02-10,Unemployed,F,0,Urban,Married,95,22,59,0,2,Personal Auto,Personal L3,Offer2,Agent,337.8,Four-Door Car,Medsize,A,2
10606,BC87161,Oregon,2759.98,Yes,Basic,Bachelor,2011-01-03,Employed,M,92296,Suburban,Married,69,4,65,0,1,Personal Auto,Personal L1,Offer2,Agent,331.2,Two-Door Car,Medsize,A,1
10607,GM63998,Oregon,32613.69,No,Premium,Doctor,2011-02-14,Employed,F,45173,Suburban,Married,268,20,57,0,2,Personal Auto,Personal L3,Offer3,Call Center,1286.4,Luxury Car,Medsize,A,2
10608,LG90006,Oregon,11154.68,No,Extended,Doctor,2011-01-28,Employed,F,31409,Urban,Married,93,10,50,0,2,Personal Auto,Personal L3,Offer1,Branch,381.96,Four-Door Car,Medsize,A,1
10609,ZZ97035,California,20714.94,No,Extended,College,2011-02-01,Unemployed,M,0,Suburban,Single,203,20,66,0,2,Corporate Auto,Corporate L1,Offer1,Branch,2027.72,Luxury Car,Small,A,2
10610,UE72026,California,5021.69,No,Extended,College,2011-01-28,Employed,F,69678,Rural,Divorced,126,21,39,0,1,Personal Auto,Personal L2,Offer3,Agent,306.82,Sports Car,Small,A,1
10611,NX15614,Oregon,20294.39,No,Basic,High School or Below,2011-01-29,Unemployed,M,0,Suburban,Single,73,3,74,0,2,Personal Auto,Personal L3,Offer3,Branch,525.6,Two-Door Car,Medsize,A,1
10612,AL43715,Nevada,8310.7,No,Premium,Master,2011-01-29,Employed,M,67541,Rural,Married,104,10,45,0,6,Personal Auto,Personal L3,Offer4,Agent,203.89,Four-Door Car,Medsize,A,1
10613,QD38160,Oregon,4471.78,No,Extended,College,2011-01-24,Unemployed,M,0,Suburban,Single,135,15,14,0,1,Personal Auto,Personal L3,Offer1,Agent,972.0,SUV,Medsize,A,1
10614,WC11515,Arizona,19512.0,No,Basic,Bachelor,2011-01-16,Unemployed,F,0,Suburban,Single,70,28,26,0,2,Corporate Auto,Corporate L3,Offer2,Web,491.11,Four-Door Car,Medsize,A,1
10615,WR62597,Oregon,2311.38,No,Basic,College,2011-01-28,Medical Leave,M,24641,Suburban,Married,61,16,57,0,1,Corporate Auto,Corporate L2,Offer1,Branch,294.93,Four-Door Car,Medsize,A,1
10616,PS25185,Washington,4097.37,No,Premium,Bachelor,2011-01-20,Medical Leave,F,20079,Suburban,Single,110,1,63,0,1,Corporate Auto,Corporate L3,Offer1,Web,528.0,Two-Door Car,Medsize,A,1
10617,FG64765,Arizona,5016.55,No,Basic,Bachelor,2011-01-18,Employed,M,36313,Urban,Single,67,3,38,2,9,Personal Auto,Personal L2,Offer1,Agent,300.38,Four-Door Car,Medsize,A,1
10618,EK50729,Oregon,4582.65,No,Basic,Bachelor,2011-01-17,Unemployed,M,0,Suburban,Divorced,67,27,7,0,7,Personal Auto,Personal L3,Offer1,Branch,321.6,Four-Door Car,Medsize,A,1
10619,JV68002,Washington,5926.73,Yes,Extended,College,2011-01-25,Retired,M,23091,Suburban,Married,96,28,90,5,5,Corporate Auto,Corporate L1,Offer1,Agent,460.8,Four-Door Car,Medsize,A,1
10620,UF31027,California,4298.66,No,Basic,College,2011-01-28,Employed,F,76778,Urban,Married,107,31,46,1,1,Personal Auto,Personal L3,Offer1,Agent,500.67,SUV,Small,A,1
10621,JM93892,Arizona,5953.21,No,Basic,College,2011-02-02,Employed,M,61006,Rural,Married,74,6,99,0,9,Corporate Auto,Corporate L3,Offer2,Branch,73.92,Four-Door Car,Medsize,A,2
10622,YE12395,Oregon,40636.67,No,Extended,High School or Below,2011-01-15,Employed,M,31267,Suburban,Married,129,4,45,0,2,Personal Auto,Personal L2,Offer4,Web,619.2,Sports Car,Large,A,1
10623,WE25756,Arizona,7350.93,No,Extended,High School or Below,2011-01-20,Employed,M,69241,Rural,Divorced,93,2,63,0,3,Personal Auto,Personal L3,Offer1,Agent,111.25,Four-Door Car,Medsize,A,1
10624,MS59005,Nevada,5913.31,No,Extended,Bachelor,2011-01-23,Employed,M,43676,Suburban,Single,76,19,7,0,3,Personal Auto,Personal L3,Offer1,Agent,364.8,Four-Door Car,Medsize,A,1
10625,XE10977,Oregon,2677.5,No,Basic,High School or Below,2011-01-01,Employed,F,71684,Urban,Married,66,7,17,0,1,Personal Auto,Personal L3,Offer2,Web,196.07,Two-Door Car,Medsize,A,1
10626,PJ59176,California,8754.23,No,Basic,High School or Below,2011-02-06,Employed,M,51209,Rural,Married,109,35,3,0,6,Personal Auto,Personal L3,Offer1,Call Center,39.5,SUV,Medsize,A,2
10627,KX17826,Oregon,4670.05,No,Extended,Doctor,2011-02-25,Unemployed,M,0,Suburban,Married,125,21,34,0,1,Corporate Auto,Corporate L3,Offer1,Branch,600.0,SUV,Medsize,A,2
10628,ET64307,California,12522.54,No,Basic,Bachelor,2011-02-11,Employed,F,44341,Urban,Married,105,15,56,0,2,Personal Auto,Personal L2,Offer1,Agent,355.11,Sports Car,Medsize,A,2
10629,OZ19432,Nevada,4374.04,No,Premium,High School or Below,2011-01-14,Employed,F,34516,Rural,Married,113,12,70,3,1,Special Auto,Special L2,Offer4,Branch,42.95,Four-Door Car,Medsize,A,1
10630,MM67983,Oregon,4938.89,No,Basic,Bachelor,2011-01-17,Employed,M,36913,Rural,Married,62,22,37,0,9,Personal Auto,Personal L1,Offer2,Branch,90.57,Four-Door Car,Medsize,A,1
10631,FX67699,Oregon,4250.28,Yes,Basic,High School or Below,2011-01-18,Unemployed,F,0,Suburban,Single,61,17,1,1,7,Corporate Auto,Corporate L3,Offer1,Agent,292.8,Four-Door Car,Small,A,1
10632,NW65065,California,4254.62,Yes,Basic,High School or Below,2011-02-03,Disabled,F,11904,Suburban,Single,61,34,11,2,3,Corporate Auto,Corporate L3,Offer1,Web,292.8,Two-Door Car,Small,A,2
10633,OC80343,Oregon,7757.92,No,Basic,Bachelor,2011-01-04,Employed,M,49682,Rural,Single,101,30,49,0,3,Personal Auto,Personal L2,Offer1,Web,198.84,SUV,Medsize,A,1
10634,BD36887,Nevada,4171.19,No,Basic,College,2011-01-27,Employed,F,37478,Suburban,Married,105,4,53,0,1,Personal Auto,Personal L1,Offer1,Agent,653.69,Four-Door Car,Medsize,A,1
10635,IE97795,California,6878.01,No,Extended,High School or Below,2011-02-05,Employed,M,39020,Suburban,Married,87,0,4,0,5,Corporate Auto,Corporate L1,Offer3,Agent,485.01,Four-Door Car,Small,A,2
10636,XB70333,California,6582.29,No,Premium,High School or Below,2011-01-17,Retired,M,10738,Suburban,Single,109,5,36,4,3,Personal Auto,Personal L3,Offer1,Agent,852.26,Four-Door Car,Medsize,A,1
10637,WD88540,California,3475.07,No,Extended,High School or Below,2011-01-20,Unemployed,M,0,Suburban,Married,96,6,60,0,1,Personal Auto,Personal L1,Offer4,Web,460.8,Two-Door Car,Large,A,1
10638,QI37869,California,7572.24,No,Premium,College,2011-02-02,Disabled,M,12876,Urban,Married,107,8,90,2,3,Corporate Auto,Corporate L3,Offer1,Call Center,425.96,Four-Door Car,Large,A,2
10639,XN41715,California,7396.28,No,Extended,Master,2011-02-19,Employed,F,71135,Urban,Married,92,11,64,1,3,Personal Auto,Personal L3,Offer1,Branch,270.56,Four-Door Car,Medsize,A,2
10640,IW99237,Oregon,4492.52,No,Basic,Bachelor,2011-02-12,Unemployed,M,0,Suburban,Single,65,8,81,0,3,Personal Auto,Personal L2,Offer1,Branch,312.0,Two-Door Car,Medsize,A,2
10641,FZ89300,California,3673.53,No,Extended,Bachelor,2011-01-31,Employed,F,69555,Urban,Single,92,16,59,0,1,Personal Auto,Personal L2,Offer1,Agent,255.28,Four-Door Car,Medsize,A,1
10642,VT96364,California,9175.17,No,Premium,Bachelor,2011-01-28,Employed,M,68164,Rural,Single,119,27,37,2,6,Personal Auto,Personal L3,Offer1,Agent,222.58,Four-Door Car,Small,A,1
10643,ER19995,Washington,17786.28,No,Basic,College,2011-01-22,Employed,F,99790,Urban,Single,64,24,8,0,2,Personal Auto,Personal L3,Offer3,Call Center,178.99,Four-Door Car,Medsize,A,1
10644,IK44574,California,5608.82,No,Basic,Bachelor,2011-02-17,Employed,M,28483,Suburban,Married,72,18,92,0,5,Corporate Auto,Corporate L2,Offer3,Agent,345.6,Four-Door Car,Medsize,A,2
10645,HH14259,California,2563.86,No,Basic,Bachelor,2011-01-09,Unemployed,F,0,Rural,Married,69,13,74,0,1,Personal Auto,Personal L3,Offer4,Web,97.69,Four-Door Car,Medsize,A,1
10646,YM53951,Oregon,6006.44,No,Extended,College,2011-02-17,Employed,M,39482,Urban,Divorced,77,29,48,0,5,Corporate Auto,Corporate L2,Offer1,Agent,277.91,Four-Door Car,Medsize,A,2
10647,EW51866,Arizona,6755.08,No,Extended,College,2011-01-24,Employed,F,29881,Rural,Married,85,27,95,0,6,Personal Auto,Personal L2,Offer1,Call Center,17.92,Four-Door Car,Medsize,A,1
10648,QP62600,Oregon,7094.16,No,Basic,Bachelor,2011-01-04,Employed,M,72878,Rural,Married,61,0,58,2,2,Corporate Auto,Corporate L3,Offer2,Agent,45.46,Two-Door Car,Medsize,A,1
10649,EC18611,Nevada,3402.39,No,Extended,High School or Below,2011-02-16,Unemployed,M,0,Suburban,Single,99,16,20,0,1,Personal Auto,Personal L2,Offer1,Agent,475.2,Two-Door Car,Medsize,A,2
10650,JC34468,California,6599.08,No,Premium,High School or Below,2011-01-30,Employed,F,36060,Urban,Married,165,27,55,0,1,Special Auto,Special L3,Offer2,Call Center,774.56,Sports Car,Medsize,A,1
10651,YG71375,Nevada,5964.35,No,Basic,College,2011-01-28,Employed,F,98078,Suburban,Married,73,5,79,0,6,Personal Auto,Personal L1,Offer1,Agent,418.69,Four-Door Car,Large,A,1
10652,JR38787,Nevada,14432.75,No,Extended,High School or Below,2011-02-19,Disabled,M,24561,Suburban,Married,126,1,31,0,2,Personal Auto,Personal L1,Offer2,Branch,853.47,SUV,Small,A,2
10653,XD85577,California,2842.27,No,Basic,Bachelor,2011-02-13,Employed,M,69417,Rural,Divorced,73,30,78,1,1,Personal Auto,Personal L1,Offer1,Branch,30.87,Four-Door Car,Small,A,2
10654,TE61015,Oregon,5087.02,No,Basic,College,2011-01-25,Unemployed,M,0,Suburban,Married,72,12,70,0,3,Personal Auto,Personal L1,Offer2,Web,345.6,Four-Door Car,Medsize,A,1
10655,BA87216,California,20878.41,No,Extended,College,2011-01-20,Employed,M,50555,Suburban,Divorced,88,9,45,0,2,Personal Auto,Personal L2,Offer4,Web,422.4,Four-Door Car,Large,A,1
10656,WS56675,Oregon,4300.9,No,Premium,High School or Below,2011-01-06,Employed,F,88590,Rural,Married,107,0,57,0,1,Personal Auto,Personal L2,Offer3,Branch,41.72,Two-Door Car,Medsize,A,1
10657,DI22093,California,10330.44,No,Extended,College,2011-01-09,Employed,M,56480,Urban,Married,87,13,62,0,2,Personal Auto,Personal L3,Offer1,Call Center,384.7,Four-Door Car,Medsize,A,1
10658,QG45324,Oregon,8204.86,No,Basic,High School or Below,2011-01-02,Unemployed,F,0,Suburban,Married,73,9,14,0,2,Personal Auto,Personal L2,Offer1,Agent,350.4,Four-Door Car,Medsize,A,1
10659,LK73001,California,8954.43,No,Premium,College,2011-02-18,Employed,M,34614,Suburban,Married,114,6,9,0,3,Personal Auto,Personal L3,Offer3,Branch,547.2,Four-Door Car,Small,A,2
10660,HW19506,Arizona,5597.12,Yes,Extended,High School or Below,2011-01-27,Employed,F,37995,Suburban,Married,139,16,50,0,1,Personal Auto,Personal L3,Offer1,Branch,667.2,SUV,Medsize,A,1
10661,BT30554,Arizona,10346.32,No,Extended,Bachelor,2011-02-13,Unemployed,F,0,Suburban,Single,98,1,15,0,2,Personal Auto,Personal L3,Offer1,Agent,470.4,Four-Door Car,Large,A,2
10662,MA83261,Arizona,2785.42,No,Basic,High School or Below,2011-01-18,Employed,M,66378,Rural,Divorced,71,20,61,0,1,Corporate Auto,Corporate L3,Offer2,Call Center,158.0,Two-Door Car,Medsize,A,1
10663,LQ20969,California,6189.99,No,Extended,Bachelor,2011-01-23,Employed,M,59523,Urban,Married,78,0,62,1,8,Personal Auto,Personal L1,Offer1,Branch,343.79,Four-Door Car,Large,A,1
10664,KF50730,California,5235.57,No,Extended,Bachelor,2011-02-21,Employed,F,71794,Urban,Married,131,19,48,0,1,Personal Auto,Personal L3,Offer2,Web,457.47,Four-Door Car,Medsize,A,2
10665,CH20044,California,2241.46,No,Basic,Bachelor,2011-01-03,Unemployed,F,0,Suburban,Single,65,22,93,0,1,Corporate Auto,Corporate L1,Offer1,Agent,312.0,Four-Door Car,Medsize,A,1
10666,JI80257,Nevada,9180.15,No,Basic,College,2011-01-23,Employed,F,47663,Rural,Divorced,114,35,24,0,8,Personal Auto,Personal L3,Offer1,Branch,103.7,Sports Car,Medsize,A,1
10667,OO11531,Nevada,2540.55,No,Basic,Master,2011-01-23,Employed,F,37125,Urban,Married,63,29,78,0,1,Personal Auto,Personal L2,Offer2,Agent,290.91,Four-Door Car,Large,A,1
10668,LI31082,California,12741.85,Yes,Basic,Bachelor,2011-01-07,Employed,F,73054,Urban,Married,106,34,36,1,2,Personal Auto,Personal L2,Offer1,Branch,419.37,SUV,Medsize,A,1
10669,ZS15062,Oregon,9547.71,No,Extended,Master,2011-02-15,Employed,M,34919,Urban,Single,82,14,99,1,2,Personal Auto,Personal L3,Offer1,Web,277.87,Four-Door Car,Medsize,A,2
10670,RF61565,California,2636.98,No,Basic,College,2011-01-29,Employed,M,31911,Suburban,Married,67,33,27,0,1,Personal Auto,Personal L3,Offer2,Agent,321.6,Four-Door Car,Medsize,A,1
10671,QW72605,California,10297.0,No,Extended,Bachelor,2011-01-27,Unemployed,F,0,Suburban,Single,138,11,84,0,9,Personal Auto,Personal L2,Offer2,Call Center,666.98,SUV,Large,A,1
10672,SK97780,California,10110.78,No,Extended,Bachelor,2011-02-16,Medical Leave,F,15752,Urban,Married,90,27,37,0,2,Corporate Auto,Corporate L3,Offer1,Branch,339.34,Two-Door Car,Large,A,2
10673,YQ42353,Oregon,5334.18,No,Basic,Doctor,2011-02-02,Employed,M,72960,Rural,Single,68,11,17,1,5,Personal Auto,Personal L2,Offer1,Branch,143.54,Four-Door Car,Medsize,A,2
10674,ON77649,Oregon,2908.88,No,Basic,College,2011-01-29,Employed,F,35895,Urban,Married,73,11,51,0,1,Personal Auto,Personal L3,Offer2,Agent,312.92,Four-Door Car,Medsize,A,1
10675,NH99355,California,4634.73,No,Basic,High School or Below,2011-01-06,Unemployed,M,0,Suburban,Married,62,29,59,0,3,Personal Auto,Personal L2,Offer3,Call Center,297.6,Four-Door Car,Medsize,A,1
10676,NV61299,Arizona,27789.69,Yes,Extended,Bachelor,2011-01-20,Employed,F,33806,Urban,Divorced,89,32,59,0,2,Corporate Auto,Corporate L3,Offer2,Web,395.73,Four-Door Car,Medsize,A,1
10677,BH43379,Oregon,3147.97,No,Extended,Bachelor,2011-01-02,Employed,F,29698,Urban,Divorced,83,17,89,2,1,Personal Auto,Personal L3,Offer3,Branch,215.88,Four-Door Car,Large,A,1
10678,PT42203,California,8052.24,No,Premium,College,2011-01-25,Employed,M,78617,Rural,Married,101,3,95,0,3,Corporate Auto,Corporate L1,Offer4,Web,233.17,Four-Door Car,Medsize,A,1
10679,QG51953,Oregon,4835.78,No,Basic,College,2011-01-29,Employed,M,36655,Suburban,Married,61,15,81,0,9,Personal Auto,Personal L3,Offer1,Web,295.22,Four-Door Car,Small,A,1
10680,JT11876,Washington,5435.77,No,Basic,High School or Below,2011-02-13,Unemployed,F,0,Suburban,Single,73,12,71,0,4,Personal Auto,Personal L1,Offer2,Branch,626.12,Four-Door Car,Small,A,2
10681,IC12985,Arizona,4579.61,No,Premium,Bachelor,2011-01-13,Employed,M,40160,Suburban,Married,118,7,48,1,1,Personal Auto,Personal L2,Offer2,Call Center,566.4,Four-Door Car,Small,A,1
10682,XK64261,Oregon,4762.82,No,Basic,Bachelor,2011-01-12,Employed,M,65795,Rural,Single,62,2,85,1,3,Corporate Auto,Corporate L3,Offer3,Call Center,49.01,Two-Door Car,Medsize,A,1
10683,PT50287,Oregon,2959.82,No,Basic,Bachelor,2011-02-27,Employed,F,69746,Urban,Divorced,74,17,91,0,1,Personal Auto,Personal L1,Offer1,Call Center,225.03,Four-Door Car,Medsize,A,2
10684,HM55802,California,2392.11,No,Basic,Bachelor,2011-02-05,Disabled,F,17870,Suburban,Married,61,30,91,0,1,Corporate Auto,Corporate L2,Offer2,Branch,439.2,Four-Door Car,Medsize,A,2
10685,EB86696,California,4755.37,No,Basic,Bachelor,2011-02-01,Employed,M,21808,Suburban,Married,119,0,71,0,1,Special Auto,Special L3,Offer2,Call Center,571.2,SUV,Medsize,A,2
10686,ET45138,California,5553.19,No,Extended,College,2011-02-10,Employed,F,33255,Suburban,Married,138,0,20,0,1,Personal Auto,Personal L1,Offer1,Branch,662.4,Four-Door Car,Medsize,A,2
10687,OX28638,Arizona,6806.49,No,Extended,High School or Below,2011-01-21,Employed,M,37839,Suburban,Married,86,35,77,0,9,Personal Auto,Personal L3,Offer2,Branch,465.63,Two-Door Car,Medsize,A,1
10688,TN73558,Arizona,3731.5,Yes,Extended,High School or Below,2011-02-24,Unemployed,F,0,Suburban,Married,96,31,34,0,1,Personal Auto,Personal L3,Offer1,Agent,460.8,Four-Door Car,Large,A,2
10689,HW94513,Nevada,8481.31,No,Basic,High School or Below,2011-01-02,Employed,M,67197,Urban,Divorced,74,29,18,3,2,Personal Auto,Personal L3,Offer1,Branch,275.61,Two-Door Car,Medsize,A,1
10690,SH85263,California,7710.91,No,Basic,Bachelor,2011-01-15,Employed,M,77642,Urban,Married,64,20,14,0,2,Personal Auto,Personal L3,Offer1,Branch,282.15,Two-Door Car,Large,A,1
10691,ZB91993,Arizona,5926.73,Yes,Extended,College,2011-01-25,Retired,M,23091,Suburban,Married,96,28,90,5,5,Personal Auto,Personal L3,Offer1,Agent,460.8,Four-Door Car,Medsize,A,1
10692,AJ69778,California,6514.43,No,Extended,High School or Below,2011-02-16,Employed,F,77135,Rural,Divorced,84,3,37,3,8,Personal Auto,Personal L3,Offer2,Web,98.37,Four-Door Car,Medsize,A,2
10693,YM18992,California,2834.65,No,Basic,College,2011-02-02,Employed,F,24506,Suburban,Divorced,71,7,47,0,1,Personal Auto,Personal L1,Offer1,Agent,511.2,Two-Door Car,Medsize,A,2
10694,JO60130,California,5838.9,Yes,Basic,High School or Below,2011-01-06,Employed,M,81082,Urban,Married,73,5,85,0,4,Personal Auto,Personal L2,Offer2,Agent,281.3,Four-Door Car,Large,A,1
10695,AM17304,Arizona,7218.38,No,Extended,Master,2011-02-23,Employed,F,45356,Suburban,Single,90,31,30,0,3,Personal Auto,Personal L3,Offer2,Call Center,462.04,Four-Door Car,Medsize,A,2
10696,AZ31562,Arizona,5498.94,Yes,Basic,College,2011-02-05,Medical Leave,M,22520,Suburban,Married,73,17,64,0,3,Personal Auto,Personal L3,Offer1,Branch,350.4,Four-Door Car,Medsize,A,2
10697,VB23257,Oregon,4652.6,No,Basic,Bachelor,2011-01-05,Employed,M,47590,Rural,Single,119,14,25,0,1,Special Auto,Special L3,Offer1,Branch,121.33,SUV,Medsize,A,1
10698,ZF28570,Nevada,3895.03,No,Premium,Bachelor,2011-02-17,Employed,M,52361,Suburban,Single,102,13,78,0,1,Personal Auto,Personal L3,Offer3,Agent,645.95,Four-Door Car,Medsize,A,2
10699,IW54795,California,10952.13,No,Extended,College,2011-02-16,Medical Leave,M,23748,Suburban,Married,99,0,24,0,2,Personal Auto,Personal L2,Offer2,Agent,607.1,Four-Door Car,Large,A,2
10700,YZ67161,Oregon,13024.13,Yes,Extended,Master,2011-01-31,Unemployed,M,0,Suburban,Single,125,6,61,0,2,Personal Auto,Personal L1,Offer1,Agent,900.0,SUV,Small,A,1
10701,TQ73797,California,8099.84,No,Basic,Bachelor,2011-02-11,Employed,M,25949,Suburban,Married,104,0,28,0,3,Personal Auto,Personal L2,Offer2,Branch,499.2,SUV,Small,A,2
10702,VI94769,California,2248.45,Yes,Basic,Bachelor,2011-01-29,Retired,F,24910,Suburban,Single,63,7,63,1,1,Personal Auto,Personal L1,Offer1,Branch,347.86,Four-Door Car,Medsize,A,1
10703,SA40041,Washington,5749.88,No,Basic,Bachelor,2011-02-22,Employed,F,22814,Suburban,Divorced,73,16,59,0,9,Personal Auto,Personal L3,Offer2,Agent,360.77,Four-Door Car,Small,A,2
10704,UU53919,Oregon,5403.55,No,Basic,Master,2011-01-14,Employed,F,27430,Urban,Married,68,25,12,0,4,Personal Auto,Personal L2,Offer3,Call Center,184.96,Two-Door Car,Medsize,A,1
10705,LU18867,Oregon,6620.44,No,Extended,High School or Below,2011-02-12,Employed,M,25075,Suburban,Single,86,0,25,0,3,Personal Auto,Personal L3,Offer4,Agent,412.8,Four-Door Car,Medsize,A,2
10706,KU62853,California,22448.69,No,Extended,College,2011-01-30,Unemployed,F,0,Suburban,Single,78,7,63,0,2,Special Auto,Special L2,Offer1,Agent,561.6,Four-Door Car,Medsize,A,1
10707,NV94455,Arizona,6861.28,No,Basic,College,2011-01-10,Unemployed,F,0,Suburban,Single,71,11,21,3,2,Personal Auto,Personal L3,Offer4,Call Center,476.2,Two-Door Car,Medsize,A,1
10708,CK39096,Oregon,5619.69,Yes,Premium,High School or Below,2011-01-26,Unemployed,M,0,Suburban,Married,153,25,5,0,1,Personal Auto,Personal L3,Offer2,Web,1027.0,SUV,Medsize,A,1
10709,MX89333,Arizona,2554.19,No,Basic,Bachelor,2011-01-17,Unemployed,M,0,Suburban,Married,72,16,48,2,1,Personal Auto,Personal L1,Offer1,Branch,345.6,Two-Door Car,Large,A,1
10710,BN38134,Washington,6727.62,No,Extended,Bachelor,2011-01-07,Employed,F,39428,Rural,Married,84,19,80,2,8,Personal Auto,Personal L3,Offer2,Branch,72.33,Two-Door Car,Large,A,1
10711,MF59279,California,4222.98,No,Basic,Bachelor,2011-02-15,Unemployed,M,0,Suburban,Single,63,26,78,0,7,Personal Auto,Personal L1,Offer1,Agent,302.4,Two-Door Car,Small,A,2
10712,WU95334,California,7019.18,Yes,Basic,College,2011-01-23,Retired,M,26806,Suburban,Married,63,32,19,0,2,Personal Auto,Personal L3,Offer1,Agent,302.4,Four-Door Car,Medsize,A,1
10713,QD46343,Arizona,3919.37,Yes,Extended,High School or Below,2011-01-05,Employed,F,66676,Suburban,Married,97,0,40,0,1,Personal Auto,Personal L3,Offer3,Agent,558.1,Four-Door Car,Small,A,1
10714,IB36843,California,5565.89,No,Basic,Master,2011-01-01,Employed,M,90607,Urban,Single,70,8,89,0,3,Personal Auto,Personal L2,Offer2,Web,311.51,Four-Door Car,Medsize,A,1
10715,DH25145,Arizona,5809.26,No,Basic,High School or Below,2011-01-30,Employed,F,26975,Suburban,Married,73,14,59,0,5,Personal Auto,Personal L3,Offer4,Web,548.33,Two-Door Car,Small,A,1
10716,PQ13422,Nevada,10049.29,No,Extended,College,2011-01-22,Employed,M,58194,Suburban,Married,84,26,23,0,2,Personal Auto,Personal L3,Offer2,Web,451.0,Four-Door Car,Small,A,1
10717,OY47486,California,5284.51,No,Basic,College,2011-02-25,Employed,M,71960,Rural,Single,67,12,40,0,9,Personal Auto,Personal L1,Offer2,Call Center,151.5,Two-Door Car,Medsize,A,2
10718,WZ65217,Nevada,14325.15,No,Extended,Bachelor,2011-02-11,Unemployed,M,0,Suburban,Married,136,30,75,0,2,Personal Auto,Personal L2,Offer1,Agent,652.8,SUV,Medsize,A,2
10719,HH61461,Nevada,9971.02,No,Extended,Bachelor,2011-02-17,Employed,F,57483,Suburban,Married,82,4,59,0,2,Personal Auto,Personal L3,Offer1,Branch,540.07,Four-Door Car,Small,A,2
